descArea,codRisco,idMtzRisco,descricao,a_sistema,gau_de_risco,bgcolor,fgcolor,ProcessoPri,programas,processoSec,programasSec
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,ALTO,#ff0000,#000000,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,ALTO,#ff0000,#000000,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Permissão de usários Crédito",cd4600
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,ALTO,#ff0000,#000000,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Solicitar Venda",pd4000
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,ALTO,#ff0000,#000000,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Aprovar Venda","cd0203 | cm0201 | cm0202"
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,MEDIO,#FF8C00,#FFFF,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Alteração de Valor Títulos",bas_tit_acr_alteracao
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,MEDIO,#FF8C00,#FFFF,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,MEDIO,#FF8C00,#FFFF,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Cancelamento de Títulos",bas_tit_acr_estorno
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,ALTO,#ff0000,#000000,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,BAIXO,#3a309c,#f9f9f9,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Integração Com o Contas a Receber",ft0603
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,BAIXO,#3a309c,#f9f9f9,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Alterar perfis de acesso para o Faturamento",cd0821
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,BAIXO,#3a309c,#f9f9f9,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Permissão de Usuários Vendas",cd0821
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,BAIXO,#3a309c,#f9f9f9,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,BAIXO,#3a309c,#f9f9f9,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Vendas,SODFT03,24,"O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato, O usuário pode criar um contrato fictício para um cliente e processar entregas de saída contra o contrato. O usuário pode criar entrega fictícia / incorreta e inserir pagamentos contra estes, potencialmente apropriando-se indevidamente de bens. Os usuários com autorização para manter desconto de vendas, bem como processar ordens de venda, têm a capacidade de criar pedidos de vendas para clientes com descontos de vendas não aprovados. O usuário pode criar / alterar uma ordem de venda e processar os pagamentos recebidos de forma incorreta / fraudulenta, o que pode resultar em perdas para a empresa. Os usuários com autorização para processar pedidos de vendas, bem como a autorização para processar a lista de reconhecimento de receita, têm a capacidade de criar / alterar ordens de vendas e editar o valor / cronograma do reconhecimento de receita relacionado.",D,BAIXO,#3a309c,#f9f9f9,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003","Aprovar alterações de perfil de acesso para o faturamento",cd0821
